trade_id,direction,entry_time,exit_time,entry_price,exit_price,pnl_pct,pnl_currency,bars_held,exit_reason,mae,mfe,long_pnl_pct,short_pnl_pct,entry_ema,entry_position,exit_ema,exit_position
16,Long,2023-01-10 00:00:00+00:00,2023-03-09 00:00:00+00:00,1335.64,1436.43,0.07546195082507268,100.79000000000008,58,long_exit_signal,0.0,0.27535862957084234,0.07546195082507268,0.0,1330.3372334848466,1.0,1502.5784784884586,0.0
17,Long,2023-03-12 00:00:00+00:00,2023-06-10 00:00:00+00:00,1597.87,1752.97,0.09706672007109485,155.1000000000003,90,long_exit_signal,0.0,0.3269540075225146,0.09706672007109485,0.0,1502.8531611290684,1.0,1785.0422919009602,0.0
18,Long,2023-06-20 00:00:00+00:00,2023-08-04 00:00:00+00:00,1792.5,1828.37,0.020011157601115714,35.86999999999992,45,long_exit_signal,0.0,0.11913528591352862,0.020011157601115714,0.0,1775.2903454888758,1.0,1834.9720871166217,0.0
19,Long,2023-08-05 00:00:00+00:00,2023-08-06 00:00:00+00:00,1835.67,1828.44,-0.003938616417983654,-7.230000000000054,1,long_exit_signal,-0.003938616417983654,0.0,-0.003938616417983654,0.0,1834.9844395570353,1.0,1834.868608768415,0.0
20,Long,2023-08-08 00:00:00+00:00,2023-08-15 00:00:00+00:00,1856.12,1827.35,-0.015500075426157833,-28.770000000000074,7,long_exit_signal,-0.015500075426157833,0.0,-0.015500075426157833,0.0,1835.123758214084,1.0,1836.2489060917796,0.0
21,Long,2023-10-01 00:00:00+00:00,2023-10-02 00:00:00+00:00,1734.17,1663.17,-0.04094177618111261,-71.00000000000006,1,long_exit_signal,-0.04094177618111261,0.0,-0.04094177618111261,0.0,1724.0788347194728,1.0,1723.0008022465615,0.0
22,Long,2023-10-23 00:00:00+00:00,2024-04-13 00:00:00+00:00,1766.27,3012.06,0.7053225158101535,1245.7899999999997,173,long_exit_signal,0.0,1.3012053649781743,0.7053225158101535,0.0,1686.4100520892132,1.0,3023.285055099495,0.0
23,Long,2024-04-14 00:00:00+00:00,2024-04-17 00:00:00+00:00,3158.86,2986.74,-0.0544880114978189,-172.1200000000002,3,long_exit_signal,-0.0544880114978189,0.0,-0.0544880114978189,0.0,3025.684611646406,1.0,3027.366047549191,0.0
24,Long,2024-04-18 00:00:00+00:00,2024-04-30 00:00:00+00:00,3067.22,3014.34,-0.01724036749890767,-52.87999999999958,12,long_exit_signal,-0.01724036749890767,0.06417211677023515,-0.01724036749890767,0.0,3028.0714272385862,1.0,3054.342836888895,0.0
25,Long,2024-05-03 00:00:00+00:00,2024-05-07 00:00:00+00:00,3105.11,3007.08,-0.031570540174100215,-98.03000000000033,4,long_exit_signal,-0.031570540174100215,0.010894944140465102,-0.031570540174100215,0.0,3052.662921246074,1.0,3054.6369890506994,0.0
26,Long,2024-05-17 00:00:00+00:00,2024-07-03 00:00:00+00:00,3094.46,3293.81,0.06442157920929659,199.3499999999999,47,long_exit_signal,-0.007594216761567463,0.2578543590804212,0.06442157920929659,0.0,3040.5246684086746,1.0,3336.9831455977755,0.0
27,Long,2024-07-15 00:00:00+00:00,2024-07-25 00:00:00+00:00,3486.52,3175.94,-0.08908022899624835,-310.57999999999976,10,long_exit_signal,-0.08908022899624835,0.014610557231852894,-0.08908022899624835,0.0,3295.588411195452,1.0,3316.653687694793,0.0
28,Long,2024-07-29 00:00:00+00:00,2024-07-30 00:00:00+00:00,3319.12,3280.35,-0.01168080696088114,-38.76999999999981,1,long_exit_signal,-0.01168080696088114,0.0,-0.01168080696088114,0.0,3314.1436377773975,1.0,3313.545520294612,0.0
29,Long,2024-10-20 00:00:00+00:00,2024-10-21 00:00:00+00:00,2746.32,2666.67,-0.029002446910775137,-79.64999999999998,1,long_exit_signal,-0.029002446910775137,0.0,-0.029002446910775137,0.0,2712.035193516387,1.0,2711.2322697373356,0.0
30,Long,2024-11-06 00:00:00+00:00,2025-01-09 00:00:00+00:00,2723.31,3220.8,0.18267843176134924,497.48999999999995,64,long_exit_signal,0.0,0.47152178782437537,0.18267843176134924,0.0,2666.17156762252,1.0,3236.4503987790304,0.0
31,Long,2025-01-10 00:00:00+00:00,2025-01-13 00:00:00+00:00,3267.38,3137.01,-0.03990047071353808,-130.37000000000006,3,long_exit_signal,-0.03990047071353808,0.004997888216246693,-0.03990047071353808,0.0,3236.9978253493127,1.0,3236.5342867303107,0.0
32,Long,2025-01-15 00:00:00+00:00,2025-01-19 00:00:00+00:00,3450.24,3212.18,-0.06899809868299012,-238.0599999999998,4,long_exit_signal,-0.06899809868299012,0.0067270682619180455,-0.06899809868299012,0.0,3240.146232814172,1.0,3245.921360332944,0.0
33,Long,2025-01-20 00:00:00+00:00,2025-01-22 00:00:00+00:00,3280.51,3242.39,-0.011620144428762691,-38.120000000000296,2,long_exit_signal,-0.011620144428762691,0.014467262712200002,-0.011620144428762691,0.0,3246.533548645635,1.0,3247.8760539480672,0.0
34,Long,2025-01-23 00:00:00+00:00,2025-01-26 00:00:00+00:00,3339.19,3232.87,-0.03184005701981618,-106.32,3,long_exit_signal,-0.03184005701981618,0.0,-0.03184005701981618,0.0,3249.4922299843847,1.0,3251.407104364188,0.0
35,Long,2025-01-30 00:00:00+00:00,2025-02-01 00:00:00+00:00,3248.07,3118.03,-0.04003608296619221,-130.03999999999994,2,long_exit_signal,-0.04003608296619221,0.01602797969255576,-0.04003608296619221,0.0,3244.865273930839,1.0,3243.581226415684,0.0
36,Long,2025-05-08 00:00:00+00:00,2025-06-21 00:00:00+00:00,2206.63,2296.69,0.04081336698948168,90.05999999999996,44,long_exit_signal,0.0,0.27619038987052646,0.04081336698948168,0.0,2167.9708836643904,1.0,2378.175484907047,0.0
37,Long,2025-06-23 00:00:00+00:00,2025-10-10 00:00:00+00:00,2413.78,3836.83,0.5895524861420676,1423.05,109,long_exit_signal,-0.0027674435946939413,1.0012138637324028,0.5895524861420676,0.0,2376.214891498138,1.0,3899.6132357855,0.0
38,Long,2025-10-12 00:00:00+00:00,2025-10-16 00:00:00+00:00,4158.43,3895.97,-0.06311516606026801,-262.4600000000003,4,long_exit_signal,-0.06311516606026801,0.02066885819888742,-0.06311516606026801,0.0,3901.6158585725693,1.0,3912.6612923929274,0.0
39,Long,2025-10-19 00:00:00+00:00,2025-10-21 00:00:00+00:00,3985.59,3876.02,-0.027491538266605442,-109.57,2,long_exit_signal,-0.027491538266605442,0.0,-0.027491538266605442,0.0,3912.2758140994342,1.0,3912.8334674225957,0.0
40,Long,2025-10-24 00:00:00+00:00,2025-10-29 00:00:00+00:00,3935.98,3905.55,-0.007731238471740176,-30.429999999999897,5,long_exit_signal,-0.007731238471740176,0.056240123171357626,-0.007731238471740176,0.0,3910.480956218379,1.0,3920.089783939353,0.0
